Drug,geneName,log2FoldChange,padj no NA,pvalue
VPC13789,AP001619.2,0.210433208,1,0.932783193
VPC13789,AP001619.1,-0.307862635,1,0.747525074
VPC13789,C2CD2,-0.449145126,0.405888976,0.135206914
VPC13789,ZBTB21,-0.784881397,0.405888976,0.161853498
VPC13789,ZNF295-AS1,-0.680697739,1,0.703534977
VPC13789,UMODL1,0.621738799,0.405888976,0.110679433
VPC13789,UMODL1-AS1,1.63831226,1,0.355238703
VPC13789,ABCG1,0.978727912,0.121749883,0.000533432
VPC13789,TFF3,0.649669029,0.405888976,0.139871201
VPC13789,TFF1,0.617248247,0.415850511,0.216411642
VPC13789,TMPRSS3,-1.274236402,1,0.438659164
VPC13789,RSPH1,0.066056042,0.819968677,0.750659671
VPC13789,SLC37A1,0.385446008,0.405888976,0.120552242
VPC13789,AP001625.3,1.046462998,1,0.292273891
VPC13789,AP001625.2,0.052244536,1,0.953128418
VPC13789,LINC01671,-0.790790131,1,0.448721436
VPC13789,AP001626.1,-0.268768062,0.571766183,0.436673336
VPC13789,PDE9A,0.124490592,0.683261169,0.573944126
VPC13789,AP001627.1,0.903361064,1,0.490542288
VPC13789,LINC01668,-1.682867486,1,0.366965728
VPC13789,AP001628.1,0.194618722,1,0.882123985
VPC13789,WDR4,0.267757596,0.502157648,0.350944328
VPC13789,NDUFV3,0.211094969,0.475767922,0.315836809
VPC13789,ERVH48-1,-0.78396806,1,0.244288104
VPC13789,MIR5692B,1.47735324,1,0.284470448
VPC13789,AP001630.1,0.805578938,1,0.58476728
VPC13789,PKNOX1,-0.291441231,0.405888976,0.069824444
VPC13789,CBS,0.335313479,0.411381951,0.202607403
VPC13789,U2AF1,0.097182459,0.671336782,0.559915598
VPC13789,LINC00322,1.172199102,1,0.739711982
VPC13789,SIK1,-0.005773408,0.981055404,0.972522814
VPC13789,LINC00319,-0.153913832,1,0.777933467
VPC13789,LINC00313,1.579912398,1,0.079091673
VPC13789,AP001048.1,0.371697055,1,0.925154586
VPC13789,HSF2BP,0.534521035,0.405888976,0.042517256
VPC13789,H2BFS.1,0.131226132,0.769001931,0.683707849
VPC13789,RRP1B,-0.192037304,0.405888976,0.027883577
VPC13789,PDXK,0.171199234,0.488958325,0.333560898
VPC13789,AP001052.1,-1.270463826,1,0.487723818
VPC13789,CSTB,0.481315757,0.405888976,0.101511216
VPC13789,RRP1,0.396381783,0.412084875,0.203793322
VPC13789,AATBC,-0.22515438,1,0.746319813
VPC13789,AGPAT3,0.079758436,0.535626976,0.392858498
VPC13789,TRAPPC10,-0.265394118,0.406589987,0.184629308
VPC13789,PWP2,0.15784594,0.569877236,0.434004073
VPC13789,GATD3A,0.374280838,0.411122939,0.20176307
VPC13789,LINC01678,0.096908825,1,0.959967308
VPC13789,AP001056.2,-0.187212663,1,0.745455032
VPC13789,AP001056.1,1.172184452,1,0.771604966
VPC13789,AP001057.1,1.172189054,1,0.733670353
VPC13789,ICOSLG,0.385069946,0.421479084,0.228461949
VPC13789,AP001059.3,-1.123946739,1,0.238317438
VPC13789,AP001059.2,0.175120107,1,0.821838411
VPC13789,DNMT3L,0.929324046,1,0.436937012
VPC13789,AP001059.1,0.210420546,1,0.953302264
VPC13789,AIRE,-1.693738542,1,0.662966194
VPC13789,PFKL,0.612543395,0.405888976,0.118464923
VPC13789,CFAP410,0.370482496,0.405930499,0.18063493
VPC13789,AP001062.1,0.380362366,0.405888976,0.086347627
VPC13789,AP001062.2,0.572686643,1,0.420894342
VPC13789,AP001063.1,0.210418999,1,0.940390839
VPC13789,TRPM2,0.469095122,0.411122939,0.202078693
VPC13789,TRPM2-AS,0.561679599,0.405888976,0.049712444
VPC13789,LRRC3-DT,-0.845678097,1,0.577099616
VPC13789,LRRC3,0.083809618,0.815543439,0.744719369
VPC13789,MTCYBP21,3.022981156,1,0.083420644
VPC13789,MTND6P21,1.905321643,1,0.633592216
VPC13789,MTND5P1,0.742288281,1,0.650930087
VPC13789,AP001065.1,0.710686124,1,0.393713859
VPC13789,LINC02575,-0.377228158,1,0.656251707
VPC13789,TSPEAR,-0.07929302,0.839129311,0.775256272
VPC13789,TSPEAR-AS1,0.476978549,0.405888976,0.030389756
VPC13789,TSPEAR-AS2,0.249571381,0.478533027,0.319470551
VPC13789,IMMTP1,2.742484929,1,0.245932979
VPC13789,KRTAP10-12,-1.647897845,1,0.725701349
VPC13789,KRTAP10-13P,-1.647897845,1,0.725701349
VPC13789,UBE2G2,-0.22638826,0.243497168,0.001592317
VPC13789,LINC01424,-0.680613807,1,0.242773899
VPC13789,SUMO3,0.341353552,0.405888976,0.123808277
VPC13789,PTTG1IP,0.176543394,0.461341524,0.29494681
VPC13789,ITGB2,0.502204072,0.411185505,0.202279219
VPC13789,AL844908.2,1.188559579,0.405888976,0.008447008
VPC13789,LINC01547,0.662845202,0.405888976,0.053205002
VPC13789,AL844908.1,0.131011556,0.77396252,0.6898793
VPC13789,FAM207A,0.463182402,0.412676078,0.20507872
VPC13789,AP001505.1,0.260596506,0.626555806,0.505180399
VPC13789,PICSAR,-0.684450565,1,0.823251884
VPC13789,SSR4P1,0.481120344,0.405888976,0.056261759
VPC13789,ADARB1,-0.137768899,0.405888976,0.06145741
VPC13789,LINC00334,0.640657516,1,0.574623218
VPC13789,POFUT2,0.197402663,0.501218137,0.34995462
VPC13789,LINC00205,-0.19329254,0.483528471,0.326315316
VPC13789,LINC00315,-2.225213897,1,0.263169238
VPC13789,BX322562.1,1.102593721,1,0.147681615
VPC13789,COL18A1,0.5415416,0.405888976,0.087930028
VPC13789,COL18A1-AS1,1.224445334,1,0.631244804
VPC13789,SLC19A1,0.456591354,0.414779712,0.211406653
VPC13789,LINC01694,0.042779877,0.890909473,0.847564152
VPC13789,PCBP3,0.51832422,0.405888976,0.054788983
VPC13789,AL592528.1,0.181552467,1,0.890038582
VPC13789,AJ239328.1,-0.273338403,1,0.540471309
VPC13789,COL6A1,0.368462349,0.436536403,0.259233209
VPC13789,AP001476.1,-0.089049871,1,0.901675081
VPC13789,COL6A2,0.536163299,0.405888976,0.153971539
VPC13789,FTCD,0.808282264,1,0.215768211
VPC13789,SPATC1L,0.597271406,0.411122939,0.202027532
VPC13789,AP001468.1,0.210427627,1,0.942117017
VPC13789,LSS,0.236584408,0.449898117,0.27827175
VPC13789,AP001469.1,-3.452177292,1,0.022230303
VPC13789,MCM3AP-AS1,-0.664644793,0.405888976,0.115844306
VPC13789,MCM3AP,0.063229561,0.758193494,0.670304766
VPC13789,AP001469.2,-0.422175793,1,0.469558768
VPC13789,AP001469.3,-0.56001007,0.405930499,0.178695119
VPC13789,YBEY,0.405076193,0.405888976,0.05203279
VPC13789,C21orf58,0.328408277,0.405888976,0.01870862
VPC13789,PCNT,-0.29697644,0.405888976,0.154227097
VPC13789,RPL18AP2,-0.685799734,1,0.732007971
VPC13789,DIP2A,-0.241119113,0.460551228,0.29349148
VPC13789,DIP2A-IT1,1.044362764,1,0.57147155
VPC13789,PRMT2,0.113483275,0.607166095,0.481381228
VPC13789,DSTNP1,-0.947663601,1,0.238156506
VPC13789,RPL23AP4,0.100112838,0.777749671,0.694797165
VPC13789,FRG1FP,0.048517067,0.88752971,0.841446883
VPC13789,CU104787.1,0.280626479,0.647918733,0.529632339
VPC13789,FRG1GP,-0.020520103,0.942552761,0.918648694
VPC13789,AP000542.3,-2.234576352,1,0.207537506
VPC13789,AP000534.2,1.057589513,1,0.642492251
VPC13789,AP000533.2,-0.115029961,1,0.866379489
VPC13789,AP000533.1,-0.673462553,1,0.798055973
VPC13789,NEK2P2,0.187488638,1,0.903031661
VPC13789,NF1P6,0,1,1
VPC13789,MED15P7,-0.751226969,1,0.893640416
VPC13789,POTEH,-0.846656724,1,0.566334932
VPC13789,POTEH-AS1,-0.66532772,0.405888976,0.066723399
VPC13789,AP000529.1,-1.604240122,1,0.202919711
VPC13789,LINC01297.1,-0.113324007,0.812320283,0.740819949
VPC13789,DUXAP8,-0.720338831,0.405888976,0.045301604
VPC13789,AP000526.1,-1.09319346,0.405888976,0.038503715
VPC13789,BMS1P22,-0.287038328,0.405888976,0.10009047
VPC13789,AP000525.1,-0.344346153,0.409680856,0.198752737
VPC13789,NBEAP3,0.086449123,1,0.883057403
VPC13789,AP000523.1,-0.140191136,1,0.750950659
VPC13789,AC137499.1,-0.423597362,1,0.505327028
VPC13789,KCNMB3P1,0.164579838,1,0.910221749
VPC13789,VWFP1,-0.550780522,1,0.36228282
VPC13789,CECR7,0.300597097,0.444526186,0.270939148
VPC13789,AC006946.2,-0.789098921,1,0.304594408
VPC13789,AC006946.3,-1.270416101,1,0.4253495
VPC13789,IL17RA,0.151772093,0.555130624,0.41674729
VPC13789,AC006946.1,1.172168116,1,0.771407827
VPC13789,TMEM121B,0.11750664,0.792280997,0.713324983
VPC13789,LINC01664,-0.769805863,1,0.560579781
VPC13789,HDHD5,0.423975123,0.405888976,0.147980606
VPC13789,HDHD5-AS1,0.361182297,0.630390554,0.509901218
VPC13789,ADA2,0.507353815,0.405888976,0.154936049
VPC13789,CECR2,-1.091760969,0.069749658,0.000221075
VPC13789,SLC25A18,0.257333065,0.498772011,0.345996174
VPC13789,AC007666.1,0.168533637,1,0.932548394
VPC13789,ATP6V1E1,-0.190542023,0.405888976,0.094941313
VPC13789,BCL2L13,0.079123043,0.606584801,0.480880692
VPC13789,BID,0.102898845,0.690218593,0.583141951
VPC13789,LINC00528,-0.691790638,1,0.800167232
VPC13789,MICAL3,-0.006744163,0.976284477,0.965578805
VPC13789,AC016026.1,-0.561892926,1,0.652097729
VPC13789,AC016027.2,0.50847085,1,0.81324483
VPC13789,LINC01634,-0.67421385,1,0.785659607
VPC13789,AC016027.1,-0.297044291,0.458720804,0.291215116
VPC13789,PEX26,0.086914532,0.619038662,0.496056747
VPC13789,TUBA8,-3.969263466,1,0.003683929
VPC13789,AC008079.1,-0.14317775,1,0.797455032
VPC13789,USP18,0.190871871,0.49198036,0.337274895
VPC13789,LINC02592,1.172136892,1,0.832328527
VPC13789,GGTLC5P,0.308961521,1,0.654667442
VPC13789,LINC01660,1.172139183,1,0.832339719
VPC13789,FAM230A,2.14891412,1,0.539596689
VPC13789,AC023490.3,0.239155879,1,0.788222846
VPC13789,GGTLC3,1.207083586,1,0.2540791
VPC13789,TMEM191B,0.619136254,0.405888976,0.155252914
VPC13789,PI4KAP1,0.090249598,0.734402155,0.640704888
VPC13789,RIMBP3,0.583845981,0.405888976,0.060358259
VPC13789,LINC01662,0.465743224,1,0.731159827
VPC13789,GGT3P,0.670524648,1,0.180965281
VPC13789,E2F6P1,-0.617296262,0.405888976,0.019545223
VPC13789,AC008132.1,0.428464447,0.405888976,0.105209416
VPC13789,BCRP7,0.219509703,1,0.702549157
VPC13789,DGCR6,0.587359411,0.405888976,0.069851411
VPC13789,PRODH,0.392405499,0.528356283,0.383223493
VPC13789,AC007326.5,-1.647391716,1,0.346059766
VPC13789,DGCR5,-0.210716323,0.69522928,0.589617351
VPC13789,DGCR9,-0.561484973,1,0.628965062
VPC13789,DGCR10,-1.65540705,1,0.767130073
VPC13789,CA15P1,0.768797245,1,0.625198797
VPC13789,DGCR2,0.20952877,0.473148569,0.312255778
VPC13789,RF00019.82,0.910776448,1,0.462068901
VPC13789,DGCR11,-0.398379904,0.405888976,0.036482754
VPC13789,AC004461.2,-1.923379895,1,0.085133783
VPC13789,AC004471.1,0.37005696,1,0.585686376
VPC13789,AC004471.2,0.747159321,1,0.211641447
VPC13789,TSSK1A,1.178107986,1,0.179075647
VPC13789,ESS2,0.49260694,0.405888976,0.117080378
VPC13789,GSC2,0.222101724,1,0.936726012
VPC13789,LINC01311,0.35280477,0.456954809,0.28865839
VPC13789,SLC25A1,0.629943314,0.405888976,0.123104304
VPC13789,CLTCL1,0.120086839,0.625996918,0.504211616
VPC13789,HIRA,0.11207216,0.586182132,0.454586314
VPC13789,C22orf39,-0.17201914,0.405888976,0.043562795
VPC13789,MRPL40,0.258292153,0.443275977,0.269322332
VPC13789,AC000068.1,-0.153815512,0.503158156,0.352101732
VPC13789,UFD1,0.197496218,0.423243714,0.233101013
VPC13789,AC000068.2,-0.08786332,1,0.885783656
VPC13789,CDC45,0.328976479,0.425983464,0.239587144
VPC13789,CLDN5,0.278362829,1,0.66529811
VPC13789,05-Sep,0.163591486,0.722582226,0.625384238
VPC13789,SEPT5-GP1BB,0.262491356,1,0.670322466
VPC13789,TBX1,0.384831275,0.463536876,0.297940358
VPC13789,GNB1L,0.612801975,0.405888976,0.114025887
VPC13789,AC000089.1,0.670914033,0.405888976,0.172095093
VPC13789,RTL10,0.062845381,0.756316788,0.66798421
VPC13789,TXNRD2,0.481822737,0.405888976,0.133518112
VPC13789,AC000078.1,-0.173782998,1,0.808951829
VPC13789,COMT,0.412354023,0.405888976,0.118198222
VPC13789,MIR4761,0.209592225,1,0.94465097
VPC13789,ARVCF,0.204987829,0.413225825,0.206433288
VPC13789,TANGO2,0.373866715,0.405888976,0.144535285
VPC13789,AC006547.1,0.026450118,0.941844066,0.9177164
VPC13789,DGCR8,0.013480381,0.94693965,0.924337441
VPC13789,TRMT2A,0.472958871,0.405888976,0.138673782
VPC13789,RANBP1,0.193521558,0.437602971,0.260453719
VPC13789,ZDHHC8,0.246813564,0.496012086,0.342459822
VPC13789,CCDC188,0.207231373,1,0.882314399
VPC13789,AC007663.2,-2.235474799,1,0.221537416
VPC13789,LINC00896,0.211049831,1,0.744981423
VPC13789,RTN4R,0.366124363,0.482062517,0.324617448
VPC13789,AC007663.1,-0.723408589,1,0.247658797
VPC13789,DGCR6L,0.718860671,0.405888976,0.077146235
VPC13789,AC007663.4,-0.233795005,1,0.637627462
VPC13789,AC007663.3,0.253003544,0.604221159,0.47784865
VPC13789,AC007731.1,-0.812254913,1,0.499956792
VPC13789,USP41,0.128380403,0.728183708,0.632693633
VPC13789,ZNF74,0.171609048,0.488309898,0.332543766
VPC13789,SCARF2,0.403494571,0.45810633,0.290367581
VPC13789,KLHL22,0.303283646,0.413997384,0.208420111
VPC13789,AC007731.2,-0.821215634,1,0.223354624
VPC13789,RNY1P9,-0.75133347,1,0.767014924
VPC13789,RF00019.83,1.172196136,1,0.700464551
VPC13789,RN7SL812P,0,1,1
VPC13789,KRT18P5,2.920144978,1,0.039179842
VPC13789,MED15,0.375459882,0.410425073,0.200569354
VPC13789,SLC9A3P2,1.172152891,1,0.800328452
VPC13789,ABHD17AP4,0.95762632,0.405888976,0.076457665
VPC13789,POM121L4P,0.527015235,1,0.42994112
VPC13789,BCRP5,-0.261992012,1,0.905926224
VPC13789,TMEM191A,0.62430448,0.405888976,0.103431649
VPC13789,PI4KA,0.29894731,0.407916574,0.192319087
VPC13789,SERPIND1,0.282914038,0.691153247,0.584488216
VPC13789,SNAP29,-0.411470717,0.405888976,0.014347738
VPC13789,CRKL,-0.16753281,0.405888976,0.063452783
VPC13789,AIFM3,0.381125289,1,0.654506205
VPC13789,AC002470.2,-0.751319233,1,0.806669867
VPC13789,AC002470.1,0.596002534,0.405888976,0.084118625
VPC13789,LZTR1,0.319789661,0.405888976,0.117472477
VPC13789,THAP7,0.489985854,0.405888976,0.139863463
VPC13789,THAP7-AS1,0.491951086,0.405888976,0.117244772
VPC13789,TUBA3FP,0.899859767,1,0.708107766
VPC13789,P2RX6,1.172136161,1,0.831691518
VPC13789,BCRP2,0.255866742,0.575264413,0.440239022
VPC13789,AP000550.1,-0.69385688,1,0.73043609
VPC13789,POM121L7P,-0.7513091,1,0.794200278
VPC13789,E2F6P2,-0.146930428,1,0.805530527
VPC13789,FAM230B,-0.376466651,1,0.810765816
VPC13789,AP000550.4,0.140632724,1,0.810955068
VPC13789,GGT2,0.280233841,0.699509051,0.594501428
VPC13789,AP000550.3,0.528887769,1,0.62454887
VPC13789,E2F6P3,-0.289838257,1,0.60928609
VPC13789,POM121L8P,0,1,1
VPC13789,BCRP6,0.491762897,0.517001877,0.369633665
VPC13789,AP000552.1,1.000593976,1,0.659382669
VPC13789,RIMBP3B,0.638425518,0.405888976,0.050367892
VPC13789,HIC2,0.096336744,0.69188048,0.585465172
VPC13789,TMEM191C,0.596827183,0.405888976,0.119488375
VPC13789,PI4KAP2,0.335935347,0.405888976,0.074382752
VPC13789,RIMBP3C,0.606777555,0.405888976,0.062610314
VPC13789,UBE2L3,0.312955153,0.422867699,0.23253299
VPC13789,YDJC,0.559179405,0.405888976,0.16416528
VPC13789,CCDC116,0.2002809,1,0.840058638
VPC13789,AP000553.3,0,1,1
VPC13789,SDF2L1,0.400293855,0.452707415,0.282216831
VPC13789,AP000553.1,0.011939932,1,0.985091179
VPC13789,AP000553.5,0.339711192,1,0.645399167
VPC13789,AP000553.6,2.069089418,1,0.20396605
VPC13789,AP000553.7,1.562214398,1,0.209755814
VPC13789,AP000553.4,2.100226904,1,0.165238928
VPC13789,AP000553.2,0.968528107,1,0.426750077
VPC13789,PPIL2,0.233106539,0.439562382,0.264187123
VPC13789,YPEL1,0.38914825,0.405888976,0.020414825
VPC13789,MAPK1,-0.445503653,0.405888976,0.072782279
VPC13789,AC245452.2,0.364146111,0.405888976,0.101755309
VPC13789,PPM1F,0.115683468,0.623749378,0.501762787
VPC13789,AC245452.1,0.429416158,0.405888976,0.142026755
VPC13789,TOP3B,0.954597728,1,0.343810465
VPC13789,ABHD17AP5,1.013256391,0.405888976,0.068634202
VPC13789,TOP3BP1,0.296842637,0.488372253,0.332636226
VPC13789,AC245060.6,-0.755855966,1,0.20790143
VPC13789,AC245060.5,0.532323154,1,0.650643283
VPC13789,AC245060.2,0.192003175,1,0.877526596
VPC13789,AC245060.4,0.07138928,0.596280386,0.467114243
VPC13789,IGLV5-52,-0.464326248,0.416698172,0.218754177
VPC13789,IGLV1-51,-0.273075351,1,0.645617444
VPC13789,IGLV1-50,-0.751308697,1,0.811130314
VPC13789,ZNF280B,-0.8067367,0.405888976,0.117861532
VPC13789,ZNF280A,-2.647096919,1,0.119644866
VPC13789,PRAME,-0.042776272,0.865502833,0.812866314
VPC13789,LL22NC03-63E9.3,0.504420603,1,0.280869162
VPC13789,BCRP4,1.447849579,1,0.206800917
VPC13789,GGTLC2,0.770530403,0.405888976,0.143944777
VPC13789,AC245054.2,1.045979853,1,0.707193896
VPC13789,RSPH14,0.861447757,0.405888976,0.057216462
VPC13789,GNAZ,-0.192076862,0.405888976,0.106439748
VPC13789,RF00066,-0.169107576,1,0.900413611
VPC13789,RAB36,0.216002635,0.588534242,0.45741103
VPC13789,BCR,0.477568622,0.405888976,0.149042232
VPC13789,BCRP8,-0.809779541,1,0.57661388
VPC13789,RN7SL263P,-0.682881342,1,0.702685117
VPC13789,FBXW4P1,0.536170149,1,0.294721935
VPC13789,AP000343.1,-0.820886756,1,0.624904704
VPC13789,CES5AP1,1.172152133,1,0.803764553
VPC13789,ZDHHC8P1,0.157122345,0.591865473,0.46155479
VPC13789,AP000344.2,-1.077554002,1,0.149027606
VPC13789,LINC01659,0.213641329,1,0.829584058
VPC13789,AP000344.1,2.062168837,1,0.253763344
VPC13789,PCAT14,-0.840008706,1,0.465103339
VPC13789,AP000345.2,1.172232202,1,0.650585503
VPC13789,DRICH1,-0.818803379,1,0.570227687
VPC13789,AP000346.1,1.172054134,1,0.861683365
VPC13789,GUSBP11,0.96518049,1,0.226664911
VPC13789,AP000346.2,-0.197235335,1,0.842781473
VPC13789,ASLP1,0.624609224,1,0.637624
VPC13789,AP000347.2,1.077953743,1,0.552996603
VPC13789,AP000347.1,-0.296671771,1,0.615714386
VPC13789,RGL4,-0.374793652,0.611439261,0.486488259
VPC13789,ZNF70,0.138665012,0.489568407,0.334466491
VPC13789,VPREB3,0.761620999,0.405888976,0.054301098
VPC13789,C22orf15,0.03081711,1,0.957908395
VPC13789,CHCHD10,0.644337797,0.405888976,0.117913064
VPC13789,MMP11,0.349156598,0.405888976,0.118489102
VPC13789,SMARCB1,0.457717448,0.405888976,0.093335375
VPC13789,DERL3,0.563150639,0.431187936,0.250332625
VPC13789,AP000350.5,0.485622123,1,0.441238311
VPC13789,SLC2A11,0.392109858,0.405888976,0.04984156
VPC13789,AP000350.7,0.426915584,1,0.638463503
VPC13789,RN7SL268P,0.049043189,1,0.94825493
VPC13789,MIF,0.698782897,0.405888976,0.081635172
VPC13789,MIF-AS1,0.10342703,1,0.827383584
VPC13789,AP000350.6,-0.068853947,1,0.907489147
VPC13789,AP000350.2,1.172181833,1,0.734861356
VPC13789,GSTT2B,0.24748903,0.433610505,0.25481269
VPC13789,AC253536.2,0.437550389,1,0.620266419
VPC13789,DDTL,0.406303245,0.411122939,0.20182173
VPC13789,AC253536.6,-0.13037559,1,0.799739562
VPC13789,DDT,0.152347118,0.571745383,0.436324132
VPC13789,GSTT2,0.27592354,0.422154558,0.230192033
VPC13789,CABIN1,0.2303907,0.564051131,0.426874427
VPC13789,AC253536.3,-1.015647579,1,0.2276044
VPC13789,SUSD2,0.5362486,0.431385855,0.250729056
VPC13789,GGT5,2.040559177,1,0.258015085
VPC13789,GGTLC4P,-0.637820531,1,0.655345693
VPC13789,POM121L9P,0.206775706,0.710881984,0.609121543
VPC13789,AP000354.1,2.933282902,1,0.06504384
VPC13789,SPECC1L,-0.29889326,0.405888976,0.133441308
VPC13789,ADORA2A,-1.002849537,1,0.318000128
VPC13789,ADORA2A-AS1,0.186020948,1,0.805489284
VPC13789,UPB1,0.520497709,1,0.353026311
VPC13789,GUCD1,0.223194997,0.417096654,0.219594897
VPC13789,SNRPD3,0.032337834,0.813155833,0.741847831
VPC13789,GGT1,0.753158994,0.405888976,0.142427302
VPC13789,LRRC75B,0.37376263,0.405888976,0.083333258
VPC13789,AP000356.1,-0.686053068,1,0.797713404
VPC13789,BCRP3,-2.221908628,1,0.470793695
VPC13789,AP000356.3,0.441839071,1,0.463896254
VPC13789,AP000356.2,-0.005894058,0.993339436,0.989554324
VPC13789,AP000357.1,0.754031259,1,0.592409448
VPC13789,SGSM1,0.05208178,0.884940148,0.837834388
VPC13789,KIAA1671,-0.247871704,0.405888976,0.013534114
VPC13789,AL022323.4,0.906923491,1,0.426712484
VPC13789,AL022323.1,0.27328978,0.650805456,0.533131045
VPC13789,CRYBB3,0.1899476,1,0.802089593
VPC13789,Z99916.1,-0.673076259,1,0.804725004
VPC13789,CRYBB2,0.794718043,1,0.482647428
VPC13789,AL022324.1,0.210397788,1,0.95840389
VPC13789,AL022324.2,-0.332506696,1,0.708669738
VPC13789,LRP5L,-0.147310248,0.800418118,0.725359291
VPC13789,AL022324.3,-0.310423835,1,0.763439358
VPC13789,AL008721.1,-2.271522092,1,0.098682429
VPC13789,IGLVIVOR22-1,-0.552814819,1,0.644657224
VPC13789,CRYBB2P1,0.107228304,0.612079269,0.487197807
VPC13789,AL008721.2,0.185611219,1,0.730740996
VPC13789,AL022329.1,-1.270410299,1,0.428613909
VPC13789,GRK3,-0.580835432,0.405930499,0.179569001
VPC13789,YES1P1,1.172136766,1,0.831944436
VPC13789,MYO18B,0.21033619,1,0.970072595
VPC13789,ASPHD2,-0.339070365,0.426401578,0.240923374
VPC13789,HPS4,0.015347249,0.877417751,0.827958289
VPC13789,SRRD,0.160754374,0.493928081,0.339507843
VPC13789,TFIP11,0.131496626,0.553796216,0.415196469
VPC13789,Z95115.1,-0.138794135,0.58516113,0.453393921
VPC13789,TPST2,0.027193558,0.907118873,0.869806699
VPC13789,HMGB1P10,-0.609497117,0.405888976,0.135719146
VPC13789,CRYBB1,0,1,1
VPC13789,CRYBA4,-1.277096407,1,0.814343837
VPC13789,MIAT,0,1,1
VPC13789,MIATNB,0.31066328,1,0.614045421
VPC13789,Z97353.1,0.41741296,0.495668531,0.342028142
VPC13789,MN1,-1.654894273,1,0.678467201
VPC13789,PITPNB,-0.396851159,0.405888976,0.068116743
VPC13789,TTC28-AS1,-0.09804215,0.739761711,0.647505881
VPC13789,TTC28,-0.164006687,0.405888976,0.170963083
VPC13789,CHEK2,0.200034005,0.414779712,0.21140166
VPC13789,HSCB,0.014926995,0.940781294,0.916111316
VPC13789,CCDC117,-0.531815449,0.405888976,0.101180974
VPC13789,XBP1,0.407645035,0.405888976,0.073623911
VPC13789,Z93930.2,0.018176671,0.963636462,0.946622217
VPC13789,Z93930.3,0.165083209,0.748377984,0.658191002
VPC13789,ZNRF3,-0.205892034,0.405888976,0.14430857
VPC13789,KREMEN1,0.088957187,0.573948982,0.438906579
VPC13789,AL021393.1,0.802179196,1,0.786608043
VPC13789,EMID1,0.603305168,0.405888976,0.068950673
VPC13789,RHBDD3,0.380728635,0.405888976,0.166880886
VPC13789,AL031186.1,-0.38195236,0.591525125,0.460934697
VPC13789,EWSR1,0.027099194,0.835795994,0.771192877
VPC13789,GAS2L1,0.56014416,0.405888976,0.155918049
VPC13789,RASL10A,-1.539772096,1,0.141207455
VPC13789,AC002059.1,0.146308326,1,0.932999227
VPC13789,AP1B1,0.454734377,0.406028567,0.182383614
VPC13789,MIR3653,0,1,1
VPC13789,AC002059.2,-2.005092196,1,0.258836573
VPC13789,RFPL4AP6,-1.475235685,1,0.345927311
VPC13789,RFPL1S,-0.305101736,1,0.762581346
VPC13789,NEFH,-0.225721859,1,0.868917896
VPC13789,THOC5,0.264893351,0.509421844,0.35954682
VPC13789,NIPSNAP1,0.420069473,0.405888976,0.156007174
VPC13789,NF2,0.029671287,0.793264007,0.714806548
VPC13789,CABP7,0.346099748,1,0.613238268
VPC13789,ZMAT5,0.405887068,0.415602833,0.215818866
VPC13789,UQCR10,0.43004677,0.40701985,0.186935286
VPC13789,ASCC2,0.38196295,0.405888976,0.151925251
VPC13789,MTMR3,-0.129165756,0.516131868,0.368501683
VPC13789,AC003681.1,-0.607635941,0.455903733,0.286720596
VPC13789,HORMAD2-AS1,1.17220427,1,0.707950369
VPC13789,CNN2P1,0,1,1
VPC13789,AC003071.1,-1.63032832,1,0.802494515
VPC13789,LIF,0.121382874,0.581803271,0.449326225
VPC13789,AC004264.1,0.196455635,1,0.769005206
