Drug,geneName,log2FoldChange,padj no NA,pvalue
VPC13789,AL031055.1,1.069948888,1,0.234372412
VPC13789,EYA2,0.100173452,0.76606201,0.680398524
VPC13789,AL022342.1,0.498209694,1,0.454826035
VPC13789,ZMYND8,-0.332234425,0.377262365,0.003922965
VPC13789,AL031666.2,0.118939248,1,0.954217422
VPC13789,AL031666.3,-1.382390946,1,0.306648767
VPC13789,AL031666.1,0.557620456,1,0.353622665
VPC13789,LINC01754,0,1,1
VPC13789,NCOA3,-0.506064958,0.424831486,0.237963088
VPC13789,SULF2,1.002971237,0.329327531,0.003020817
VPC13789,LINC00494,0,1,1
VPC13789,PREX1,-1.105479425,1,0.40122166
VPC13789,ARFGEF2,-0.538367152,0.407988645,0.193182637
VPC13789,SNAP23P1,-0.379515644,1,0.650538531
VPC13789,CSE1L-AS1,-0.462489127,1,0.491333367
VPC13789,CSE1L,-0.936996066,0.405888976,0.063187015
VPC13789,STAU1,-0.062010418,0.504013456,0.353377343
VPC13789,ARPC3P1,-1.236561467,1,0.101426245
VPC13789,DDX27,-0.247384425,0.405888976,0.014227512
VPC13789,ZNFX1,0.040281321,0.83188904,0.766227905
VPC13789,ZFAS1,0.065841686,0.828348038,0.761612177
VPC13789,SNORD12C,2.063352918,1,0.296088815
VPC13789,SNORD12B,0.207986904,1,0.840431429
VPC13789,KCNB1,-0.904534821,1,0.306011784
VPC13789,PTGIS,1.171981384,1,0.880740946
VPC13789,B4GALT5,-0.331732439,0.405888976,0.048650322
VPC13789,SNRPFP1,-0.523535061,1,0.638702197
VPC13789,SLC9A8,0.251820277,0.413725993,0.207692574
VPC13789,AL162615.1,1.529290626,1,0.270621921
VPC13789,SPATA2,0.119828554,0.691504511,0.58501137
VPC13789,RF00019.81,1.155211047,1,0.509608965
VPC13789,RNF114,0.067958723,0.715138346,0.615621318
VPC13789,KRT18P4,0.481432676,1,0.674407316
VPC13789,SNAI1,0.659556731,0.405888976,0.098108554
VPC13789,UBE2V1,0.076045996,0.822078371,0.753751036
VPC13789,TMEM189-UBE2V1,-0.751213163,1,0.892164592
VPC13789,TMEM189,0.143490039,0.490228722,0.335090367
VPC13789,AL161937.2,0.191125598,0.785816435,0.705446509
VPC13789,AL161937.1,0.210415962,1,0.934374721
VPC13789,LINC01273,0.229329044,0.606156167,0.480342691
VPC13789,CEBPB-AS1,-0.049779671,0.886359589,0.839757895
VPC13789,CEBPB,0.353089019,0.405888976,0.082201054
VPC13789,LINC01270,0.223449333,1,0.8683585
VPC13789,LINC01271,2.06369199,1,0.308770921
VPC13789,PTPN1,-0.015547349,0.934783502,0.907775813
VPC13789,AL133230.1,0.199766941,1,0.902688416
VPC13789,RIPOR3,0.875945327,1,0.278893677
VPC13789,PARD6B,-0.483954171,0.632795635,0.512625708
VPC13789,BCAS4,0.29221427,0.414492242,0.209705997
VPC13789,ADNP,-0.392362867,0.405888976,0.13137131
VPC13789,PSMD10P1,2.028392181,1,0.318699811
VPC13789,ADNP-AS1,-0.572326988,0.477447196,0.318170872
VPC13789,DPM1,-0.605696221,0.40945953,0.19770239
VPC13789,MOCS3,0.19706327,0.430511788,0.249015847
VPC13789,KCNG1,0.71738251,0.405888976,0.010095468
VPC13789,RPSAP1,0.336861375,1,0.619695719
VPC13789,NFATC2,0.020880957,0.952071713,0.930529939
VPC13789,ATP9A,-0.11658599,0.405888976,0.112652744
VPC13789,SALL4,-0.203045788,1,0.876661388
VPC13789,ZFP64,0.262144947,0.418829922,0.223076165
VPC13789,ERP29P1,0.620668816,1,0.464967615
VPC13789,TSHZ2,-0.128485663,1,0.854942872
VPC13789,AL354993.1,-0.477930145,1,0.602832794
VPC13789,AL354993.2,-0.606546573,1,0.410396573
VPC13789,AL157838.1,-0.769383173,1,0.358313705
VPC13789,ZNF217,-0.823809078,0.405888976,0.073349841
VPC13789,BCAS1,0.077709003,0.84632672,0.785779936
VPC13789,PFDN4,-0.187644893,0.593384325,0.463702765
VPC13789,DOK5,0.588947393,1,0.687954818
VPC13789,RPL12P4,0.11743036,0.860100818,0.804643101
VPC13789,FAM210B,-0.276837735,0.405888976,0.012428964
VPC13789,AURKA,0.108575382,0.687486235,0.579543883
VPC13789,CSTF1,-0.104883617,0.405888976,0.153731859
VPC13789,CASS4,0,1,1
VPC13789,RTF2,0.052535825,0.74950771,0.659666771
VPC13789,GCNT7,-0.514216825,1,0.6846147
VPC13789,FAM209A,1.172213899,1,0.611258512
VPC13789,AL109806.1,1.996032328,1,0.611892231
VPC13789,RPS4XP3,-0.534590328,1,0.521303296
VPC13789,TFAP2C,-0.099161755,0.467564535,0.304351124
VPC13789,BMP7,0.448041633,1,0.515780456
VPC13789,RAE1,0.250821894,0.41565784,0.21613278
VPC13789,AL109955.1,0.597427003,1,0.640950506
VPC13789,RBM38,0.30518058,0.469274233,0.306476705
VPC13789,HMGB1P1,-1.087999832,0.405888976,0.02578125
VPC13789,PMEPA1,-0.23822177,0.405888976,0.06901771
VPC13789,NKILA,0.0296965,0.890424245,0.846649792
VPC13789,AL354984.2,1.245634582,1,0.63221134
VPC13789,PPP4R1L,0.436160938,0.405888976,0.175563596
VPC13789,RAB22A,-0.449070594,0.408606316,0.195645792
VPC13789,VAPB,-0.203600202,0.405888976,0.010146349
VPC13789,AL050327.1,-1.147442625,1,0.401982865
VPC13789,STX16,-0.425555477,0.40701985,0.18616819
VPC13789,STX16-NPEPL1,-0.07685473,1,0.940976732
VPC13789,NPEPL1,0.167334916,0.494830285,0.340787251
VPC13789,AL139349.1,-2.009171931,1,0.191955202
VPC13789,AL132655.2,1.172147524,1,0.801035674
VPC13789,GNAS-AS1,0.801209617,1,0.205693372
VPC13789,GNAS,0.328985358,0.405888976,0.154385877
VPC13789,AL121917.1,0.296246093,0.579210329,0.445391986
VPC13789,AL121917.2,1.164268644,1,0.412711227
VPC13789,AL109840.2,0.333642313,1,0.512114134
VPC13789,AL109840.1,-1.041849607,1,0.382098787
VPC13789,NELFCD,0.192482348,0.496473114,0.342907993
VPC13789,CTSZ,0.125330578,0.484563502,0.327615881
VPC13789,TUBB1,0.493966071,1,0.60001878
VPC13789,ATP5F1E,-0.012499117,0.909575661,0.872816718
VPC13789,PRELID3B,-0.472304806,0.405888976,0.16913909
VPC13789,SYCP2,0.21044932,1,0.91172641
VPC13789,FAM217B,-0.500822259,0.548063123,0.408000954
VPC13789,PPP1R3D,-0.078569692,0.683361362,0.574111966
VPC13789,CDH26,-0.12770799,0.761218835,0.673956435
VPC13789,C20orf197,1.172215384,1,0.55282803
VPC13789,MIR646HG,-0.492927512,0.405888976,0.048519676
VPC13789,CDH4,-0.081238072,1,0.936622971
VPC13789,TAF4,-0.197344805,0.405888976,0.174830463
VPC13789,AL137077.2,0.104170756,0.668918448,0.557184456
VPC13789,LSM14B,-0.048295369,0.672958939,0.561903961
VPC13789,PSMA7,0.18359186,0.458085533,0.290118004
VPC13789,SS18L1,-0.275379141,0.629818015,0.508689661
VPC13789,MTG2,0.142901698,0.568750098,0.432746961
VPC13789,HRH3,1.057920419,1,0.302004871
VPC13789,OSBPL2,-0.191327766,0.405888976,0.014297796
VPC13789,ADRM1,0.55935504,0.405888976,0.148713856
VPC13789,AL354836.1,-0.142950736,0.82754427,0.760602584
VPC13789,LAMA5,0.312090932,0.410950429,0.201297105
VPC13789,LAMA5-AS1,0.502281811,0.415602833,0.215668891
VPC13789,AL121832.2,0.361588274,0.469857217,0.307471957
VPC13789,RPS21,0.319180756,0.422154558,0.230212409
VPC13789,CABLES2,0.12752173,0.524660218,0.378810716
VPC13789,AL121832.3,0.179219369,0.511925457,0.363021165
VPC13789,RBBP8NL,0.718089509,0.405888976,0.03739823
VPC13789,AL121832.1,0.433701522,1,0.671756235
VPC13789,GATA5,0.207699849,1,0.905195054
VPC13789,BX640514.2,0.270129048,1,0.64058586
VPC13789,AL357033.1,1.056337926,0.405888976,0.019393158
VPC13789,SLCO4A1,0.348073938,0.421347742,0.22785875
VPC13789,AL357033.4,0.239381383,0.526984791,0.381626313
VPC13789,AL357033.3,0.383971724,0.434918687,0.25707634
VPC13789,SLCO4A1-AS1,2.006547618,1,0.110914535
VPC13789,NTSR1,-0.149617635,1,0.814581809
VPC13789,AL357033.2,1.509730114,1,0.250859151
VPC13789,LINC00659,0.176057848,0.667124244,0.554569932
VPC13789,MRGBP,0.120545287,0.465428309,0.300747819
VPC13789,OGFR-AS1,0.3464017,1,0.733589604
VPC13789,OGFR,0.361248721,0.428767789,0.246327071
VPC13789,COL9A3,0.533651692,0.405888976,0.045897926
VPC13789,TCFL5,-0.041042189,0.789169557,0.709695249
VPC13789,ARF4P2,0.952193547,1,0.422401108
VPC13789,DIDO1,-0.166126746,0.405888976,0.08114268
VPC13789,AL117379.1,0.48681338,0.447448614,0.275341895
VPC13789,GID8,-0.030441745,0.709912468,0.607872996
VPC13789,HAR1B,1.371054037,1,0.201843065
VPC13789,HAR1A,2.924558442,1,0.016477783
VPC13789,AL096828.1,0.210413874,1,0.940188012
VPC13789,YTHDF1,-0.103865432,0.405888976,0.112192129
VPC13789,AL096828.3,0.555730335,0.405888976,0.107691442
VPC13789,FLJ16779,0,1,1
VPC13789,ARFGAP1,0.356825162,0.405888976,0.144397514
VPC13789,CHRNA4,0.417568687,1,0.447579011
VPC13789,AL121827.1,1.559497976,1,0.09852302
VPC13789,KCNQ2,0.660479192,0.405888976,0.080504397
VPC13789,EEF1A2,0.757016543,0.405888976,0.105688619
VPC13789,PPDPF,0.825089268,0.405888976,0.082401185
VPC13789,PTK6,0.085692385,0.703577565,0.599458627
VPC13789,SRMS,0.543874702,0.405888976,0.100796917
VPC13789,AL121829.2,0.173547926,0.765510561,0.679708501
VPC13789,FNDC11,0.0137972,1,0.983871555
VPC13789,HELZ2,0.314975027,0.427327108,0.243787712
VPC13789,GMEB2,0.187420961,0.496848326,0.343427073
VPC13789,MHENCR,0.563007573,0.405888976,0.103009526
VPC13789,STMN3,0.289480384,0.405888976,0.176063749
VPC13789,RTEL1,0.877373614,0.405888976,0.022463029
VPC13789,RTEL1-TNFRSF6B,-0.666474675,0.405888976,0.156128476
VPC13789,ARFRP1,0.256821892,0.495424182,0.341535556
VPC13789,ZGPAT,-0.079393977,0.809964951,0.737824468
VPC13789,AL121845.3,-1.187764507,1,0.213215241
VPC13789,AL121845.4,0,1,1
VPC13789,LIME1,0.155109414,0.818253777,0.748480084
VPC13789,SLC2A4RG,0.693006071,0.405888976,0.073158389
VPC13789,ZBTB46,0.185982914,0.407916574,0.189896927
VPC13789,AL118506.1,0.430007982,0.405888976,0.148125811
VPC13789,TPD52L2,0.107878855,0.512276079,0.363537798
VPC13789,DNAJC5,0.387777225,0.405888976,0.174148615
VPC13789,UCKL1,0.547315261,0.405888976,0.057321086
VPC13789,MIR647,-2.226623678,1,0.217241697
VPC13789,UCKL1-AS1,-0.159340281,1,0.81648432
VPC13789,ZNF512B,0.135636293,0.51885284,0.371835488
VPC13789,SAMD10,0.337275301,0.503301874,0.352728977
VPC13789,PRPF6,0.416237199,0.405888976,0.168615446
VPC13789,C20orf204,0.90978824,0.405888976,0.062094319
VPC13789,SOX18,2.891424343,1,0.041265623
VPC13789,TCEA2,0.693941227,0.405888976,0.086974202
VPC13789,RGS19,0.350349055,0.419247568,0.223806644
VPC13789,OPRL1,0.635096308,0.405888976,0.084119214
VPC13789,LKAAEAR1,0.267781162,1,0.831258804
VPC13789,MYT1,0.264241057,0.405888976,0.014490587
VPC13789,PCMTD2,-0.620900993,0.413225825,0.206666824
VPC13789,CICP4,-1.296433918,1,0.092301901
VPC13789,LINC00266-1,-0.282740253,1,0.662517925
VPC13789,FP565260.4,0.518380682,1,0.624991127
VPC13789,FP565260.3,0.410270551,0.414400924,0.209201678
VPC13789,FP565260.5,-0.769413418,1,0.60623224
VPC13789,GATD3B,0.189007618,0.626290151,0.504652579
VPC13789,FP565260.1,0.162534467,0.550860387,0.411250339
VPC13789,FP565260.6,-0.423490069,0.405888976,0.132437892
VPC13789,LINC01670,-0.493392221,0.405888976,0.14231109
VPC13789,CU633967.1,-0.50782745,0.406144175,0.183160887
VPC13789,FP236315.2,-0.50312557,0.452411999,0.281749783
VPC13789,FP236315.3,0.402415251,1,0.583358663
VPC13789,FP236315.1,0.049325902,0.772036614,0.68732059
VPC13789,H2BFS,0.150208579,0.727553472,0.631780182
VPC13789,CU639417.2,1.520128412,1,0.046013196
VPC13789,CU639417.1,0,1,1
VPC13789,LINC01669,1.224978726,1,0.286389364
VPC13789,CU639417.4,-0.272823999,1,0.62988396
VPC13789,SIK1B,0.050264336,0.834344634,0.769089848
VPC13789,CU633906.1,-0.542754914,0.405888976,0.144941461
VPC13789,CU633906.4,-0.407937758,1,0.449634251
VPC13789,CU633906.3,1.644667801,1,0.720336931
VPC13789,CU633906.2,-0.440504826,0.405888976,0.159965246
VPC13789,CBSL,0.345636936,0.411122939,0.201912219
VPC13789,U2AF1L5,0.101025215,0.667275731,0.554783131
VPC13789,FP236240.2,0,1,1
VPC13789,CU638689.4,-0.578843465,0.405888976,0.152438655
VPC13789,CU638689.1,-0.35989146,1,0.736615403
VPC13789,CU638689.3,-0.684286848,1,0.883660914
VPC13789,CU638689.2,-0.302864436,1,0.59194129
VPC13789,CU638689.5,-0.622306891,1,0.249629401
VPC13789,FP475955.1,-2.64616098,1,0.076495494
VPC13789,FP475955.4,0.210421077,1,0.930434092
VPC13789,CU634019.6,-0.663290994,0.454676508,0.284867851
VPC13789,CU634019.5,-0.684286848,1,0.883660914
VPC13789,CU634019.1,-0.493898362,0.407682455,0.188705519
VPC13789,CU634019.7,0.220213931,1,0.870138723
VPC13789,CU634019.3,-0.431718825,0.495450821,0.34158632
VPC13789,CU633904.2,-0.684286848,1,0.883660914
VPC13789,CU633904.3,-0.362424629,1,0.498964447
VPC13789,CU633904.1,-0.49070766,0.40701985,0.187213752
VPC13789,FP236241.2,0.220213931,1,0.870138723
VPC13789,FP236241.1,-0.550831762,0.405888976,0.15986136
VPC13789,SMIM11B,-0.019096821,0.899951878,0.860273731
VPC13789,FAM243B,-1.047483664,0.405888976,0.073503832
VPC13789,SMIM34B,-1.654887355,1,0.678366894
VPC13789,FP671120.2,-0.451754558,0.473825586,0.313105385
VPC13789,FP671120.1,0.377395548,0.405888976,0.022496736
VPC13789,MIR6724-1,1.860162361,1,0.77783864
VPC13789,MIR3648-1,0.199357636,1,0.784541993
VPC13789,MIR3687-1,1.518470715,1,0.022066908
VPC13789,FP671120.3,0.702969994,0.428144846,0.245234156
VPC13789,RNA5-8SN2,0.991232309,0.405888976,0.044698895
VPC13789,MIR6724-2,1.860195159,1,0.778630048
VPC13789,FP671120.4,0.698210603,0.420913776,0.227194745
VPC13789,RNA5-8SN2.1,0.999973046,0.405888976,0.046262529
VPC13789,FP236383.1,0.355830182,0.405888976,0.036709154
VPC13789,MIR6724-3,1.860162361,1,0.77783864
VPC13789,FP236383.2,0.703183436,0.428132758,0.245034071
VPC13789,RNA5-8SN2.2,0.995064234,0.405888976,0.043415678
VPC13789,MIR6724-4,1.857927754,1,0.733113705
VPC13789,FP236383.3,0.703563934,0.427758442,0.244677157
VPC13789,RNA5-8SN2.3,0.9902216,0.405888976,0.046173568
VPC13789,LINC01666,-0.170629785,0.484045395,0.327012358
VPC13789,SNX18P10,-0.391870988,1,0.791707913
VPC13789,CR381670.1,-0.151872926,0.892632453,0.84978703
VPC13789,MIR3648-2,0.391602083,1,0.584311369
VPC13789,MIR3687-2,1.546569644,1,0.025843929
VPC13789,CR392039.2,0.446118219,0.405888976,0.170210778
VPC13789,CR392039.5,1.172227307,1,0.588601198
VPC13789,TEKT4P2,0.04927319,0.853849367,0.795612061
VPC13789,CR392039.4,0.126119529,1,0.802761569
VPC13789,CR392039.1,-0.590776333,1,0.656801409
VPC13789,CR381653.1,0.117437341,0.635600388,0.515936935
VPC13789,SNX18P12,-0.241291228,0.633022951,0.512955604
VPC13789,CR381653.2,-0.581906812,0.445776479,0.272241207
VPC13789,LINC01667,-0.265282708,0.405888976,0.088601336
VPC13789,AC018692.3,0.427272383,0.453353846,0.283056214
VPC13789,AC018692.2,-0.450939741,1,0.630425964
VPC13789,CR382285.1,0.912600962,1,0.040946516
VPC13789,CR382287.2,0.10235054,1,0.875074074
VPC13789,CR382287.1,0.541237067,1,0.373465481
VPC13789,AP003900.1,-1.009864604,1,0.149951463
VPC13789,EIF3FP1,1.49394673,1,0.272797913
VPC13789,AF254983.2,-0.729146414,1,0.590364669
VPC13789,BAGE2,0.188980716,0.61116808,0.486152794
VPC13789,SNX19P1,0.210373712,1,0.964086448
VPC13789,MIR8069-2,-2.490708528,1,0.082819933
VPC13789,FEM1AP1,0.210420415,1,0.92545212
VPC13789,TERF1P1,1.887604781,1,0.776753708
VPC13789,SNX18P13,-1.053582993,1,0.502486936
VPC13789,ANKRD20A11P,-0.058671103,0.921858346,0.890571105
VPC13789,AP001347.1,0.205007863,1,0.856895936
VPC13789,RBM11,-0.688208555,0.477670302,0.318488517
VPC13789,HSPA13,-0.660502669,0.475767922,0.315882272
VPC13789,AF127577.4,-0.613651439,0.587699788,0.456459713
VPC13789,LINC02246,1.77349855,1,0.055862446
VPC13789,NRIP1,-1.289613707,0.405888976,0.108151258
VPC13789,AF127577.2,1.172068985,1,0.860701002
VPC13789,AF127577.6,0.21038692,1,0.963687773
VPC13789,AF127577.5,0.037297366,1,0.968664313
VPC13789,USP25,-0.539309429,0.458443563,0.290995577
VPC13789,MIR99AHG,-0.307392187,0.566054774,0.429159912
VPC13789,RPS26P5,-2.242952949,1,0.518821376
VPC13789,AP001172.1,-0.646456438,1,0.51866678
VPC13789,AP000962.2,0.16306024,1,0.918599818
VPC13789,AP000962.1,3.374466709,1,0.068130358
VPC13789,LINC01549,-2.2305711,1,0.773974975
VPC13789,RPL39P40,1.758172721,1,0.745629689
VPC13789,CXADR,-0.893024579,0.405888976,0.154037209
VPC13789,BTF3L4P1,-0.817052703,1,0.618192907
VPC13789,BTG3,-0.383049831,0.440940769,0.266202274
VPC13789,BTG3-AS1,-0.340879318,0.528216633,0.383010032
VPC13789,C21orf91,-0.664066146,0.454567969,0.284545133
VPC13789,CHODL,-0.751320556,1,0.680965524
VPC13789,MIR548XHG,-0.751328479,1,0.692249215
VPC13789,PPIAP22,0.351845303,0.405888976,0.1274556
VPC13789,KRT18P2,2.372036067,1,0.298136753
VPC13789,PPIAP1,0.93001157,1,0.868056111
VPC13789,NCAM2,-0.538256665,0.439507659,0.263930811
VPC13789,LINC01687,-2.689757407,1,0.080996785
VPC13789,EEF1A1P1,-0.193368039,0.724819762,0.628316163
VPC13789,RPL13AP7,0.232533791,0.500517436,0.348908963
VPC13789,MIR155HG,1.172225998,1,0.624364231
VPC13789,LINC00515,-1.649334542,1,0.347051744
VPC13789,MRPL39,-0.348873943,0.405888976,0.034598594
VPC13789,JAM2,-0.410718069,1,0.603640339
VPC13789,ATP5PF,0.094845738,0.635761599,0.51619252
VPC13789,GABPA,-0.859775179,0.405888976,0.127276602
VPC13789,APP,-0.274693957,0.405888976,0.012962821
VPC13789,AP000229.1,0.210365892,1,0.964064494
VPC13789,ADAMTS1,-0.590084862,0.405888976,0.020340572
VPC13789,ADAMTS5,-2.970371255,1,0.04689291
VPC13789,GPX1P2,-1.272673857,1,0.444163282
VPC13789,RPL10P1,2.131533571,1,0.170846665
VPC13789,LINC01697,-1.271128655,0.405888976,0.068079798
VPC13789,LINC01695,0.255499172,1,0.748327674
VPC13789,AF165147.1,-1.476765774,0.405888976,0.022484171
VPC13789,LINC00161,-0.308916473,0.458085533,0.290028165
VPC13789,N6AMT1,-0.356561783,0.405888976,0.143370848
VPC13789,HSPD1P7,-0.94770645,1,0.400573216
VPC13789,LTN1,-0.448471059,0.701836269,0.597469563
VPC13789,RPL23P2,-0.627870554,0.415003576,0.21386153
VPC13789,RWDD2B,-0.009606236,0.943715003,0.920387494
VPC13789,AF129075.2,-0.089844361,0.884058873,0.836795723
VPC13789,USP16,-0.615668928,0.544668224,0.404262643
VPC13789,CCT8,-0.45532708,0.405888976,0.03026696
VPC13789,AF129075.1,-1.53178739,1,0.158539645
VPC13789,MAP3K7CL,-0.38148838,1,0.791823639
VPC13789,LINC00189,0,1,1
VPC13789,BACH1,-1.017555404,0.405888976,0.115100822
VPC13789,GAPDHP14,3.048878024,1,0.053370752
VPC13789,BACH1-IT1,-2.008763353,1,0.188505361
VPC13789,AP000240.1,0.210438758,1,0.912377279
VPC13789,BACH1-AS1,-0.75105865,1,0.923404613
VPC13789,BACH1-IT2,-1.651806002,1,0.44231667
VPC13789,GRIK1,-0.198496401,0.598946124,0.471253946
VPC13789,CLDN8,-0.534717557,0.559021305,0.421049045
VPC13789,RPL8P2,-0.560418972,1,0.477161522
VPC13789,KRTAP13-2,-2.490527708,1,0.629400709
VPC13789,UBE3AP2,-2.96896285,1,0.050543391
VPC13789,TIAM1,-0.129751108,1,0.862102061
VPC13789,AP000251.1,0.484088888,1,0.6246001
VPC13789,FBXW11P1,-0.289746729,1,0.581583856
VPC13789,AP000253.1,0.041286975,1,0.963862824
VPC13789,SOD1,0.080795385,0.638470989,0.519227388
VPC13789,RF01241.1,-2.49105027,1,0.080110081
VPC13789,AP000254.1,0.016250186,1,0.985779635
VPC13789,SCAF4,0.047468497,0.769001931,0.683864586
VPC13789,AP000255.1,-0.500813337,1,0.41230025
VPC13789,HUNK,-0.171617219,1,0.73354316
VPC13789,HUNK-AS1,0,1,1
VPC13789,AP000265.1,0.210425787,1,0.910964318
VPC13789,MIS18A,-0.348618025,0.413225825,0.206657225
VPC13789,MIS18A-AS1,-0.308564347,0.655221622,0.539790871
VPC13789,AP000266.1,-0.693684029,1,0.728426165
VPC13789,URB1,0.075989423,0.78400442,0.703102054
VPC13789,URB1-AS1,0.201794029,0.405888976,0.152825864
VPC13789,EVA1C,-0.091222781,0.785653491,0.7051461
VPC13789,LINC00846,-0.751327425,1,0.769480149
VPC13789,TCP10L,-0.23324148,1,0.732920655
VPC13789,AP000275.2,-0.685780666,1,0.727260298
VPC13789,CFAP298,-0.297746867,0.405888976,0.057487075
VPC13789,SYNJ1,-0.836657445,0.405888976,0.086768071
VPC13789,PAXBP1-AS1,-0.119483561,0.647475769,0.529006164
VPC13789,PAXBP1,-0.861915198,0.405888976,0.169693639
VPC13789,C21orf62-AS1,-0.39075824,1,0.456586864
VPC13789,AP000281.1,-0.363034604,1,0.837737065
VPC13789,LINC00945,-0.751308643,1,0.828912626
VPC13789,OLIG1,-0.032103434,1,0.94328385
VPC13789,IFNAR2,0.042787931,0.897288072,0.856918323
VPC13789,IL10RB-DT,-0.049001006,1,0.914410299
VPC13789,IL10RB,0.330046407,0.5315516,0.387690899
VPC13789,IFNAR1,-0.609260472,0.405888976,0.11658668
VPC13789,IFNGR2,-0.033869805,0.797536415,0.721913357
VPC13789,TMEM50B,-0.482345065,0.405888976,0.153634563
VPC13789,RPS5P3,-0.698566639,1,0.790898639
VPC13789,AP000302.1,-0.333139584,1,0.854732034
VPC13789,DNAJC28,-0.759213763,0.434476403,0.256475182
VPC13789,GART,-0.110850705,0.455120404,0.285741574
VPC13789,SON,-0.467257124,0.405888976,0.054515545
VPC13789,DONSON,-0.352741118,0.468644827,0.305605952
VPC13789,CRYZL1,-0.220828035,0.415495263,0.214613751
VPC13789,ITSN1,-0.383519388,0.430327195,0.248378755
VPC13789,ATP5PO,0.123914313,0.488883381,0.333477802
VPC13789,LINC00649,-0.081525659,0.651699751,0.534540299
VPC13789,MRPS6,0.385620267,0.405888976,0.096183054
VPC13789,SLC5A3,-0.860445333,0.415558405,0.214844574
VPC13789,LINC00310,0.456933726,1,0.686727218
VPC13789,KCNE2,-0.122927903,1,0.777939918
VPC13789,AP000320.1,0.226145078,1,0.862777766
VPC13789,SMIM11A,-0.03379423,0.822477545,0.754332172
VPC13789,FAM243A,-0.909066916,1,0.12269102
VPC13789,RCAN1,-0.275884782,0.405888976,0.02412875
VPC13789,LINC00160,-2.001072718,1,0.534364722
VPC13789,RUNX1,-0.833948817,0.259025201,0.001846308
VPC13789,RPL23AP3,-0.649722046,1,0.490973791
VPC13789,SETD4,-0.149042388,0.420564901,0.22617877
VPC13789,RIMKLBP1,-0.368764763,1,0.866884057
VPC13789,AP000688.4,-1.647847719,1,0.587569037
VPC13789,AP000688.1,-0.049928727,1,0.913595697
VPC13789,CBR1,0.050406223,0.751320857,0.661606504
VPC13789,AP000688.2,-2.646126753,1,0.077775138
VPC13789,MEMO1P1,-0.217793075,0.426432034,0.241269288
VPC13789,CBR3-AS1,-0.080167397,0.649986195,0.532077373
VPC13789,CBR3,0.601895969,0.405888976,0.059409736
VPC13789,DOP1B,0.01356237,0.908156759,0.871059816
VPC13789,RPL3P1,0.398054506,1,0.694396079
VPC13789,SRSF9P1,0.047122797,1,0.927605707
VPC13789,AP000692.2,0.671178023,0.407916574,0.190470661
VPC13789,MORC3,-0.862643369,0.413969958,0.20820442
VPC13789,AP000692.1,-2.647117536,1,0.087724943
VPC13789,CHAF1B,0.314548417,0.405888976,0.149754421
VPC13789,AP000695.1,-1.685247877,1,0.57547135
VPC13789,CLDN14,-0.378894049,1,0.944888676
VPC13789,AP000696.1,0.185088009,1,0.912005615
VPC13789,AP000697.1,0.348635774,1,0.504984992
VPC13789,SIM2,-0.314676348,0.405888976,0.00603954
VPC13789,HLCS,-0.224468745,0.405888976,0.039024732
VPC13789,AP000704.1,0.397000395,0.408429908,0.194466267
VPC13789,RIPPLY3,0.222280937,1,0.842592416
VPC13789,PIGP,0.109772816,0.476752073,0.317128046
VPC13789,TTC3,-0.943125379,0.405888976,0.11747876
VPC13789,AP001429.1,-1.776535147,1,0.187847449
VPC13789,DSCR9,0.205171726,1,0.85315325
VPC13789,AP001432.1,0.167489826,1,0.888685072
VPC13789,VPS26C,0.013806973,0.89498194,0.853311318
VPC13789,AP001412.1,-0.292017425,1,0.525752044
VPC13789,AP001437.1,0.21039542,1,0.952070417
VPC13789,DYRK1A,-0.631602173,0.405888976,0.173814684
VPC13789,ERG,0.210432961,1,0.913787015
VPC13789,ETS2,-0.169371193,0.405888976,0.158811503
VPC13789,AP001043.1,0.210293802,1,0.975310376
VPC13789,RPL23AP12,0.709206197,1,0.564983151
VPC13789,PSMG1,-0.009008559,0.953848676,0.933202331
VPC13789,BRWD1,-0.675502874,0.405930499,0.179737843
VPC13789,BRWD1-AS2,0.642792989,0.405888976,0.02223698
VPC13789,BRWD1-AS1,-0.289998532,1,0.711579266
VPC13789,HMGN1,-0.124382413,0.405888976,0.13419163
VPC13789,WRB,-0.217074097,0.412084875,0.20385967
VPC13789,LCA5L,-0.741191791,0.467195681,0.303464636
VPC13789,SH3BGR,-0.533011638,0.407916574,0.19291477
VPC13789,MYL6P2,0,1,1
VPC13789,B3GALT5,2.180317926,1,0.371509294
VPC13789,IGSF5,-0.152118683,0.758193494,0.670348929
VPC13789,PCP4,1.172221221,1,0.612642733
VPC13789,DSCAM-AS1,0.210429154,1,0.924519981
VPC13789,BACE2,0.243247099,0.55694329,0.418617982
VPC13789,PLAC4,-1.646055988,1,0.64263204
VPC13789,FAM3B,0.643512345,0.405888976,0.085026484
VPC13789,MX2,0.632271757,1,0.615640569
VPC13789,MX1,0.238860659,0.434918687,0.257105999
VPC13789,TMPRSS2,-0.588907276,1.78E-05,5.82E-09
VPC13789,RF00421,0.210411421,1,0.940117222
VPC13789,AP006748.1,-0.810150903,1,0.260221611
VPC13789,LINC00111,0.178007254,1,0.895147763
VPC13789,LINC00479,-1.650769137,1,0.396813285
VPC13789,RIPK4,0.106320236,0.737101553,0.644171213
VPC13789,MIR6814,1.172063238,1,0.862645037
VPC13789,PRDM15,-0.263840058,0.405888976,0.011524588
